id,prompt,label,reasoning,rung,query_type,graph_id,story_id,question_property,formal_form
984,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Tanning salon treatment has a direct effect on skin. Going to the beach has a direct effect on skin. The overall probability of tanning salon treatment is 8%. For people not using tanning salon treatments, the probability of tanned skin is 30%. For people who went to tanning salons, the probability of tanned skin is 84%. Is tanned skin more likely than pale skin overall?",no,"Let V2 = going to the beach; X = tanning salon treatment; Y = skin.
X->Y,V2->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.08
P(Y=1 | X=0) = 0.30
P(Y=1 | X=1) = 0.84
0.08*0.84 - 0.92*0.30 = 0.34
0.34 > 0",1,marginal,fork,getting_tanned,easy,P(Y)
992,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Tanning salon treatment has a direct effect on skin. Going to the beach has a direct effect on skin. For people not using tanning salon treatments, the probability of tanned skin is 7%. For people who went to tanning salons, the probability of tanned skin is 60%. For people who went to tanning salons, would it be less likely to see tanned skin if the person had not had a tanning salon treatment?",yes,"Let V2 = going to the beach; X = tanning salon treatment; Y = skin.
X->Y,V2->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.07
P(Y=1 | X=1) = 0.60
0.60 - 0.07 = 0.52
0.52 > 0",3,ett,fork,getting_tanned,easy,E[Y_{X = 1} - Y_{X = 0} | X = 1]
1040,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: My decision has a direct effect on penguin mood and penguin survival. Penguin mood has a direct effect on penguin survival. For those who choose to take the stairs and penguins who are sad, the probability of penguin death is 38%. For those who choose to take the stairs and penguins who are happy, the probability of penguin death is 85%. For those who choose to take the elevator and penguins who are sad, the probability of penguin death is 53%. For those who choose to take the elevator and penguins who are happy, the probability of penguin death is 93%. For those who choose to take the stairs, the probability of penguin happiness is 61%. For those who choose to take the elevator, the probability of penguin happiness is 42%. If we disregard the mediation effect through penguin mood, would my decision positively affect penguin survival?",yes,"Let X = my decision; V2 = penguin mood; Y = penguin survival.
X->V2,X->Y,V2->Y
E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]
\sum_{V2=v} P(V2=v|X=0)*[P(Y=1|X=1,V2=v) - P(Y=1|X=0, V2=v)]
P(Y=1 | X=0, V2=0) = 0.38
P(Y=1 | X=0, V2=1) = 0.85
P(Y=1 | X=1, V2=0) = 0.53
P(Y=1 | X=1, V2=1) = 0.93
P(V2=1 | X=0) = 0.61
P(V2=1 | X=1) = 0.42
0.61 * (0.93 - 0.53) + 0.42 * (0.85 - 0.38) = 0.11
0.11 > 0",3,nde,mediation,penguin,easy,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]"
1048,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: My decision has a direct effect on penguin mood and penguin survival. Penguin mood has a direct effect on penguin survival. The overall probability of taking the elevator is 65%. For those who choose to take the stairs, the probability of penguin death is 29%. For those who choose to take the elevator, the probability of penguin death is 27%. Is penguin death less likely than penguin lives overall?",yes,"Let X = my decision; V2 = penguin mood; Y = penguin survival.
X->V2,X->Y,V2->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.65
P(Y=1 | X=0) = 0.29
P(Y=1 | X=1) = 0.27
0.65*0.27 - 0.35*0.29 = 0.28
0.28 > 0",1,marginal,mediation,penguin,easy,P(Y)
1072,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: My decision has a direct effect on penguin mood and penguin survival. Penguin mood has a direct effect on penguin survival. For those who choose to take the stairs and penguins who are sad, the probability of penguin death is 14%. For those who choose to take the stairs and penguins who are happy, the probability of penguin death is 57%. For those who choose to take the elevator and penguins who are sad, the probability of penguin death is 21%. For those who choose to take the elevator and penguins who are happy, the probability of penguin death is 65%. For those who choose to take the stairs, the probability of penguin happiness is 70%. For those who choose to take the elevator, the probability of penguin happiness is 30%. Does my decision positively affect penguin survival through penguin mood?",no,"Let X = my decision; V2 = penguin mood; Y = penguin survival.
X->V2,X->Y,V2->Y
E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]
\sum_{V2 = v} P(Y=1|X =0,V2 = v)*[P(V2 = v | X = 1) − P(V2 = v | X = 0)]
P(Y=1 | X=0, V2=0) = 0.14
P(Y=1 | X=0, V2=1) = 0.57
P(Y=1 | X=1, V2=0) = 0.21
P(Y=1 | X=1, V2=1) = 0.65
P(V2=1 | X=0) = 0.70
P(V2=1 | X=1) = 0.30
0.30 * (0.57 - 0.14)+ 0.70 * (0.65 - 0.21)= -0.18
-0.18 < 0",3,nie,mediation,penguin,easy,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]"
1104,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: My decision has a direct effect on penguin mood and penguin survival. Penguin mood has a direct effect on penguin survival. Method 1: We look directly at how my decision correlates with penguin survival in general. Method 2: We look at this correlation case by case according to penguin mood. To understand how my decision affects penguin survival, is it more correct to use the Method 1 than Method 2?",yes,"nan
nan
nan
nan
nan
nan
nan",2,backadj,mediation,penguin,easy,[backdoor adjustment set for Y given X]
1112,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: My decision has a direct effect on penguin mood and penguin survival. Penguin mood has a direct effect on penguin survival. The overall probability of taking the elevator is 36%. The probability of taking the stairs and penguin death is 29%. The probability of taking the elevator and penguin death is 17%. Is the chance of penguin death larger when observing taking the elevator?",yes,"Let X = my decision; V2 = penguin mood; Y = penguin survival.
X->V2,X->Y,V2->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.36
P(Y=1, X=0=1) = 0.29
P(Y=1, X=1=1) = 0.17
0.17/0.36 - 0.29/0.64 = 0.02
0.02 > 0",1,correlation,mediation,penguin,easy,P(Y | X)
1128,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: My decision has a direct effect on penguin mood and penguin survival. Penguin mood has a direct effect on penguin survival. For those who choose to take the stairs, the probability of penguin death is 45%. For those who choose to take the elevator, the probability of penguin death is 27%. Will taking the elevator increase the chance of penguin death?",no,"Let X = my decision; V2 = penguin mood; Y = penguin survival.
X->V2,X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.45
P(Y=1 | X=1) = 0.27
0.27 - 0.45 = -0.18
-0.18 < 0",2,ate,mediation,penguin,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)]
1184,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Vaccination status has a direct effect on vaccination reaction and getting smallpox. Getting smallpox has a direct effect on smallpox survival. Vaccination reaction has a direct effect on smallpox survival. Method 1: We look at how vaccination status correlates with smallpox survival case by case according to vaccination reaction. Method 2: We look directly at how vaccination status correlates with smallpox survival in general. To understand how vaccination status affects smallpox survival, is it more correct to use the Method 1 than Method 2?",no,"nan
nan
nan
nan
nan
nan
nan",2,backadj,diamond,vaccine_kills,easy,[backdoor adjustment set for Y given X]
1216,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Vaccination status has a direct effect on vaccination reaction and getting smallpox. Getting smallpox has a direct effect on smallpox survival. Vaccination reaction has a direct effect on smallpox survival. For unvaccinated individuals, the probability of smallpox survival is 57%. For vaccinated individuals, the probability of smallpox survival is 52%. Does vaccination status positively affect smallpox survival through getting smallpox and vaccination reaction?",no,"Let X = vaccination status; V3 = vaccination reaction; V2 = getting smallpox; Y = smallpox survival.
X->V3,X->V2,V2->Y,V3->Y
E[Y_{X=0, V2=1, V3=1} - Y_{X=0, V2=0, V3=0}]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.57
P(Y=1 | X=1) = 0.52
0.52 - 0.57 = -0.05
-0.05 < 0",3,nie,diamond,vaccine_kills,easy,"E[Y_{X=0, V2=1, V3=1} - Y_{X=0, V2=0, V3=0}]"
1224,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Vaccination status has a direct effect on vaccination reaction and getting smallpox. Getting smallpox has a direct effect on smallpox survival. Vaccination reaction has a direct effect on smallpox survival. Method 1: We look directly at how vaccination status correlates with smallpox survival in general. Method 2: We look at this correlation case by case according to vaccination reaction. To understand how vaccination status affects smallpox survival, is it more correct to use the Method 1 than Method 2?",yes,"nan
nan
nan
nan
nan
nan
nan",2,backadj,diamond,vaccine_kills,easy,[backdoor adjustment set for Y given X]
1240,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Vaccination status has a direct effect on vaccination reaction and getting smallpox. Getting smallpox has a direct effect on smallpox survival. Vaccination reaction has a direct effect on smallpox survival. For unvaccinated individuals, the probability of smallpox survival is 33%. For vaccinated individuals, the probability of smallpox survival is 34%. Will vaccination decrease the chance of smallpox survival?",no,"Let X = vaccination status; V3 = vaccination reaction; V2 = getting smallpox; Y = smallpox survival.
X->V3,X->V2,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.33
P(Y=1 | X=1) = 0.34
0.34 - 0.33 = 0.01
0.01 > 0",2,ate,diamond,vaccine_kills,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)]
1248,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Vaccination status has a direct effect on vaccination reaction and getting smallpox. Getting smallpox has a direct effect on smallpox survival. Vaccination reaction has a direct effect on smallpox survival. The overall probability of vaccination is 77%. The probability of lack of vaccination and smallpox survival is 11%. The probability of vaccination and smallpox survival is 46%. Is the chance of smallpox survival larger when observing vaccination?",yes,"Let X = vaccination status; V3 = vaccination reaction; V2 = getting smallpox; Y = smallpox survival.
X->V3,X->V2,V2->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.77
P(Y=1, X=0=1) = 0.11
P(Y=1, X=1=1) = 0.46
0.46/0.77 - 0.11/0.23 = 0.08
0.08 > 0",1,correlation,diamond,vaccine_kills,easy,P(Y | X)
1416,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Medication has a direct effect on blood pressure and heart condition. Blood pressure has a direct effect on heart condition. Method 1: We look at how medication correlates with heart condition case by case according to blood pressure. Method 2: We look directly at how medication correlates with heart condition in general. To understand how medication affects heart condition, is it more correct to use the Method 1 than Method 2?",no,"nan
nan
nan
nan
nan
nan
nan",2,backadj,mediation,blood_pressure,easy,[backdoor adjustment set for Y given X]
1448,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Medication has a direct effect on blood pressure and heart condition. Blood pressure has a direct effect on heart condition. For people not taking any medication, the probability of healthy heart is 21%. For people taking medication, the probability of healthy heart is 55%. For people taking medication, would it be less likely to see healthy heart if the person had taken no medication?",yes,"Let X = medication; V2 = blood pressure; Y = heart condition.
X->V2,X->Y,V2->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.21
P(Y=1 | X=1) = 0.55
0.55 - 0.21 = 0.34
0.34 > 0",3,ett,mediation,blood_pressure,easy,E[Y_{X = 1} - Y_{X = 0} | X = 1]
1504,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Appearance has a direct effect on fame. Talent has a direct effect on fame. The overall probability of attractive appearance is 43%. For people considered unattractive and are not famous, the probability of talent is 4%. For people considered unattractive and are famous, the probability of talent is 27%. For people considered attractive and are not famous, the probability of talent is 4%. For people considered attractive and are famous, the probability of talent is 11%. If we look at people who are famous, does the chance of talent decrease when attractive appearance?",yes,"Let Y = talent; X = appearance; V3 = fame.
X->V3,Y->V3
P(Y = 1 | X = 1, V3 = 1] - P(Y = 1 | V3 = 1)
P(Y=1 | X=1, V3=1) - (P(X=1) * P(Y=1 | X=1, V3=1) + P(X=0) * P(Y=1 | X=0, V3=1))
P(X=1) = 0.43
P(Y=1 | X=0, V3=0) = 0.04
P(Y=1 | X=0, V3=1) = 0.27
P(Y=1 | X=1, V3=0) = 0.04
P(Y=1 | X=1, V3=1) = 0.11
0.11 - (0.43*0.11 + 0.57*0.27) = -0.04
-0.04 < 0",1,exp_away,collision,celebrity,easy,"P(Y = 1 | X = 1, V3 = 1] - P(Y = 1 | V3 = 1)"
